200,0.081393
200,0.091270
200,0.103279
200,0.113152
200,0.037592
200,0.130780
200,0.041002
200,0.141584
200,0.039450
200,0.057235
200,0.040282
200,0.040713
200,0.039776
200,0.047650
200,0.045017
200,0.043063
200,0.038611
200,0.042553
200,0.040143
200,0.039766
200,0.046354
200,0.054313
200,0.050177
200,0.056247
200,0.050681
200,0.054375
200,0.044995
200,0.044176
200,0.043139
200,0.059417
200,0.059257
200,0.056304
200,0.054307
200,0.058111
200,0.061287
200,0.052937
200,0.051736
200,0.044834
200,0.040671
200,0.037981
200,0.042214
200,0.048547
200,0.048109
200,0.050430
200,0.044546
200,0.053899
200,0.047088
200,0.036603
200,0.039435
200,0.046159
200,0.035748
200,0.039223
200,0.042791
200,0.054660
200,0.061177
200,0.043423
200,0.051451
200,0.059176
200,0.052239
200,0.036812
200,0.040504
200,0.046674
200,0.059263
200,0.059568
200,0.062962
200,0.054461
200,0.054680
200,0.058408
200,0.036902
200,0.040784
200,0.039975
200,0.058030
200,0.061379
200,0.061906
200,0.063236
200,0.066366
200,0.061725
200,0.041483
200,0.038116
200,0.038783
200,0.037381
200,0.037595
200,0.039248
200,0.046267
200,0.050924
200,0.051285
200,0.044650
200,0.052513
200,0.044773
200,0.040962
200,0.037051
200,0.044182
200,0.035655
200,0.043938
200,0.041640
200,0.052925
200,0.054037
200,0.052778
200,0.059038
200,0.061656
200,0.050697
200,0.047659
200,0.047764
200,0.037500
200,0.035699
200,0.035865
200,0.037224
200,0.047061
200,0.050757
200,0.049864
200,0.056314
200,0.052671
200,0.055359
200,0.046966
200,0.041730
200,0.042481
200,0.065673
200,0.067985
200,0.062297
200,0.046155
200,0.050758
200,0.055787
200,0.035976
200,0.045551
200,0.044780
200,0.058084
200,0.059638
200,0.061583
200,0.054861
200,0.058197
200,0.057787
200,0.037754
200,0.038592
200,0.039369
200,0.037877
200,0.039641
200,0.037533
200,0.048920
200,0.053219
200,0.050867
200,0.054359
200,0.057374
200,0.053611
200,0.047088
200,0.041219
200,0.045518
200,0.046405
200,0.045141
200,0.049532
200,0.063072
200,0.062053
200,0.065623
200,0.050100
200,0.057889
200,0.067612
200,0.054181
200,0.056707
200,0.060470
200,0.060868
200,0.061965
200,0.062967
200,0.042668
200,0.043587
200,0.046187
200,0.043726
200,0.041985
200,0.042989
200,0.043169
200,0.053855
200,0.056063
200,0.048166
200,0.050306
200,0.054211
200,0.047044
200,0.038626
200,0.042477
200,0.045942
200,0.044028
200,0.044662
200,0.063751
200,0.052323
200,0.060375
200,0.058560
200,0.058626
200,0.058976
200,0.045654
200,0.044514
200,0.042339
200,0.035899
200,0.057569
200,0.056835
200,0.062910
200,0.049640
200,0.048659
200,0.054185
200,0.048071
200,0.042218
200,0.040997
200,0.040910
200,0.054123
200,0.060121
200,0.060098
200,0.065245
200,0.043200
200,0.049468
